"","Game_ID","Patch_Version","Date","Map","Match_Type","Ranking_Type","Server_Type","Solo_Queue","Season_ID","Region","Limited_MM","Player_Type","Name","User_ID","Champion","Role","Forfeited","Group","User_Leave_Type","Left_During_Round","AFK_Detection","League","Division","Division_Rating","Total_Time_Played","Account_Level","Champion_Level","Champion_Time_Played","Round","Kills","Deaths","Assists","Damage","Damage_Received","Protection","Protection_Received","Control","Control_Received","Energy_Used","Energy_Gained","Abilities_Used","Num_Energy_Used","Orb_Kills","First_Orb","MVP","Round_Length","Round_Won","Total_Score","Highest_Score","Health_Shards","Energy_Shards","Time_Alive","Premade","Queue_Time","Ping","Avatar","Title","Outfit Rarity","Outfit","Attachment Rarity","Attachment","Pose Rarity","Pose","Mount Rarity","Mount","Battlerite 1","Battlerite 2","Battlerite 3","Battlerite 4","Battlerite 5","Battlerites","Team_Comp","Team_Roles","Enemy_Comp","Enemy_Roles","City","Latitude","Longitude","Region Group","Region_Clean"
"1","29F6096044904AB09D38A58A8886B378",67104,"2019-07-14","ORMAN TEMPLE - DAY","QUICK2V2","UNRANKED","2V2",0,14,"EU North",0,"PLAYER","(HNYB)Drelek","930915689068376064","BAKKO","MELEE",FALSE,1,"NORMAL",-1,FALSE,"Silver",5,0,"100-200",143,9,"Under 10",1,2,0,0,405,210.59355,18.8,24.8,63,17,100,112,25,0,0,1,TRUE,39,1,486.8,1,0,0,-119,1,56.201305,"120","Season05_04","Contender","Legendary","PALACE GUARD","Epic","GLORIOUS SAPPHIRE BATTLE AXE","Rare","BEVERAGE","Epic","ROYALE CHARGER","THE RED AXE","HAMSTRING","ADRENALINE RUSH","RAGING RAM","MAMMOTH STOMP","THE RED AXE, HAMSTRING, ADRENALINE RUSH, RAGING RAM, MAMMOTH STOMP","BAKKO, ASHKA","MELEE RANGED","EZMO, SIRIUS","RANGED SUPPORT","Stockholm",59.3346,18.0632,"Europe","EU North"
"2","29F6096044904AB09D38A58A8886B378",67104,"2019-07-14","ORMAN TEMPLE - DAY","QUICK2V2","UNRANKED","2V2",0,14,"EU North",0,"PLAYER","(HNYB)Drelek","930915689068376064","BAKKO","MELEE",FALSE,1,"NORMAL",-1,FALSE,"Silver",5,0,"100-200",143,9,"Under 10",2,0,1,0,432,280.9303,17,17,76,49,100,166,45,0,0,0,FALSE,54,0,525,0,0,0,50,1,56.201305,"120","Season05_04","Contender","Legendary","PALACE GUARD","Epic","GLORIOUS SAPPHIRE BATTLE AXE","Rare","BEVERAGE","Epic","ROYALE CHARGER","THE RED AXE","HAMSTRING","ADRENALINE RUSH","RAGING RAM","MAMMOTH STOMP","THE RED AXE, HAMSTRING, ADRENALINE RUSH, RAGING RAM, MAMMOTH STOMP","BAKKO, ASHKA","MELEE RANGED","EZMO, SIRIUS","RANGED SUPPORT","Stockholm",59.3346,18.0632,"Europe","EU North"
"3","29F6096044904AB09D38A58A8886B378",67104,"2019-07-14","ORMAN TEMPLE - DAY","QUICK2V2","UNRANKED","2V2",0,14,"EU North",0,"PLAYER","(HNYB)Drelek","930915689068376064","BAKKO","MELEE",FALSE,1,"NORMAL",-1,FALSE,"Silver",5,0,"100-200",143,9,"Under 10",3,2,0,0,641,212.78583,50,75,89,13,200,236,60,0,1,0,TRUE,65,1,780,1,0,2,-291,1,56.201305,"120","Season05_04","Contender","Legendary","PALACE GUARD","Epic","GLORIOUS SAPPHIRE BATTLE AXE","Rare","BEVERAGE","Epic","ROYALE CHARGER","THE RED AXE","HAMSTRING","ADRENALINE RUSH","RAGING RAM","MAMMOTH STOMP","THE RED AXE, HAMSTRING, ADRENALINE RUSH, RAGING RAM, MAMMOTH STOMP","BAKKO, ASHKA","MELEE RANGED","EZMO, SIRIUS","RANGED SUPPORT","Stockholm",59.3346,18.0632,"Europe","EU North"
"4","29F6096044904AB09D38A58A8886B378",67104,"2019-07-14","ORMAN TEMPLE - DAY","QUICK2V2","UNRANKED","2V2",0,14,"EU North",0,"PLAYER","(HNYB)Drelek","930915689068376064","BAKKO","MELEE",FALSE,1,"NORMAL",-1,FALSE,"Silver",5,0,"100-200",143,9,"Under 10",4,0,1,0,284.02795,321.9187,9,24,73,31,100,106,23,0,0,1,FALSE,72,0,366.02795,0,0,0,45,1,56.201305,"120","Season05_04","Contender","Legendary","PALACE GUARD","Epic","GLORIOUS SAPPHIRE BATTLE AXE","Rare","BEVERAGE","Epic","ROYALE CHARGER","THE RED AXE","HAMSTRING","ADRENALINE RUSH","RAGING RAM","MAMMOTH STOMP","THE RED AXE, HAMSTRING, ADRENALINE RUSH, RAGING RAM, MAMMOTH STOMP","BAKKO, ASHKA","MELEE RANGED","EZMO, SIRIUS","RANGED SUPPORT","Stockholm",59.3346,18.0632,"Europe","EU North"
"5","29F6096044904AB09D38A58A8886B378",67104,"2019-07-14","ORMAN TEMPLE - DAY","QUICK2V2","UNRANKED","2V2",0,14,"EU North",0,"PLAYER","(HNYB)Drelek","930915689068376064","BAKKO","MELEE",FALSE,1,"NORMAL",-1,FALSE,"Silver",5,0,"100-200",143,9,"Under 10",5,2,0,0,372,190,24,24,63,13,100,124,34,0,0,0,FALSE,46,1,459,1,0,2,-507,1,56.201305,"120","Season05_04","Contender","Legendary","PALACE GUARD","Epic","GLORIOUS SAPPHIRE BATTLE AXE","Rare","BEVERAGE","Epic","ROYALE CHARGER","THE RED AXE","HAMSTRING","ADRENALINE RUSH","RAGING RAM","MAMMOTH STOMP","THE RED AXE, HAMSTRING, ADRENALINE RUSH, RAGING RAM, MAMMOTH STOMP","BAKKO, ASHKA","MELEE RANGED","EZMO, SIRIUS","RANGED SUPPORT","Stockholm",59.3346,18.0632,"Europe","EU North"
"6","29F6096044904AB09D38A58A8886B378",67104,"2019-07-14","ORMAN TEMPLE - DAY","QUICK2V2","UNRANKED","2V2",0,14,"EU North",0,"PLAYER","Ventoron","932374588472602624","ASHKA","RANGED",FALSE,1,"NORMAL",-1,FALSE,"Silver",5,0,"10-50",43,12,"Under 10",1,0,0,0,216,0,0,0,17,0,0,53,11,0,1,1,FALSE,39,1,233,0,0,0,-119,1,56.201305,"120","Drop_10","Contender","Legendary","AZURE FLAMES","Common","EMBER BRACERS","Rare","LIFT OFF","Epic","RICKY THE ROCKET","COMBUSTION","HEAT","MAGMA","INFERNO","RAGING FIRE","COMBUSTION, HEAT, MAGMA, INFERNO, RAGING FIRE","ASHKA, BAKKO","MELEE RANGED","EZMO, SIRIUS","RANGED SUPPORT","Stockholm",59.3346,18.0632,"Europe","EU North"
"7","29F6096044904AB09D38A58A8886B378",67104,"2019-07-14","ORMAN TEMPLE - DAY","QUICK2V2","UNRANKED","2V2",0,14,"EU North",0,"PLAYER","Ventoron","932374588472602624","ASHKA","RANGED",FALSE,1,"NORMAL",-1,FALSE,"Silver",5,0,"10-50",43,12,"Under 10",2,0,1,0,367,213.069,0,0,33,11,100,100,26,0,0,0,FALSE,54,0,400,0,0,3,53,1,56.201305,"120","Drop_10","Contender","Legendary","AZURE FLAMES","Common","EMBER BRACERS","Rare","LIFT OFF","Epic","RICKY THE ROCKET","COMBUSTION","HEAT","MAGMA","INFERNO","RAGING FIRE","COMBUSTION, HEAT, MAGMA, INFERNO, RAGING FIRE","ASHKA, BAKKO","MELEE RANGED","EZMO, SIRIUS","RANGED SUPPORT","Stockholm",59.3346,18.0632,"Europe","EU North"
"8","29F6096044904AB09D38A58A8886B378",67104,"2019-07-14","ORMAN TEMPLE - DAY","QUICK2V2","UNRANKED","2V2",0,14,"EU North",0,"PLAYER","Ventoron","932374588472602624","ASHKA","RANGED",FALSE,1,"NORMAL",-1,FALSE,"Silver",5,0,"10-50",43,12,"Under 10",3,0,1,0,152,236,0,0,8,44,25,38,25,1,0,0,FALSE,65,1,160,0,0,1,42,1,56.201305,"120","Drop_10","Contender","Legendary","AZURE FLAMES","Common","EMBER BRACERS","Rare","LIFT OFF","Epic","RICKY THE ROCKET","COMBUSTION","HEAT","MAGMA","INFERNO","RAGING FIRE","COMBUSTION, HEAT, MAGMA, INFERNO, RAGING FIRE","ASHKA, BAKKO","MELEE RANGED","EZMO, SIRIUS","RANGED SUPPORT","Stockholm",59.3346,18.0632,"Europe","EU North"
"9","29F6096044904AB09D38A58A8886B378",67104,"2019-07-14","ORMAN TEMPLE - DAY","QUICK2V2","UNRANKED","2V2",0,14,"EU North",0,"PLAYER","Ventoron","932374588472602624","ASHKA","RANGED",FALSE,1,"NORMAL",-1,FALSE,"Silver",5,0,"10-50",43,12,"Under 10",4,0,1,0,448,238.63275,0,22,43,25,100,112,38,0,1,1,FALSE,72,0,491,0,1,0,71,1,56.201305,"120","Drop_10","Contender","Legendary","AZURE FLAMES","Common","EMBER BRACERS","Rare","LIFT OFF","Epic","RICKY THE ROCKET","COMBUSTION","HEAT","MAGMA","INFERNO","RAGING FIRE","COMBUSTION, HEAT, MAGMA, INFERNO, RAGING FIRE","ASHKA, BAKKO","MELEE RANGED","EZMO, SIRIUS","RANGED SUPPORT","Stockholm",59.3346,18.0632,"Europe","EU North"
"10","29F6096044904AB09D38A58A8886B378",67104,"2019-07-14","ORMAN TEMPLE - DAY","QUICK2V2","UNRANKED","2V2",0,14,"EU North",0,"PLAYER","Ventoron","932374588472602624","ASHKA","RANGED",FALSE,1,"NORMAL",-1,FALSE,"Silver",5,0,"10-50",43,12,"Under 10",5,0,0,0,361,68,0,0,35,42,0,89,35,0,0,0,FALSE,46,1,396,0,0,0,-507,1,56.201305,"120","Drop_10","Contender","Legendary","AZURE FLAMES","Common","EMBER BRACERS","Rare","LIFT OFF","Epic","RICKY THE ROCKET","COMBUSTION","HEAT","MAGMA","INFERNO","RAGING FIRE","COMBUSTION, HEAT, MAGMA, INFERNO, RAGING FIRE","ASHKA, BAKKO","MELEE RANGED","EZMO, SIRIUS","RANGED SUPPORT","Stockholm",59.3346,18.0632,"Europe","EU North"
"11","29F6096044904AB09D38A58A8886B378",67104,"2019-07-14","ORMAN TEMPLE - DAY","QUICK2V2","UNRANKED","2V2",0,14,"EU North",0,"PLAYER","TweetWeet","966981374504538112","EZMO","RANGED",FALSE,2,"NORMAL",-1,FALSE,"Silver",3,49,"10-50",45,10,"Under 10",1,0,1,0,136.59355,282,17.6,54,13,46,0,63,37,1,0,0,FALSE,39,0,167.19355,0,0,0,38,1,75.22848,"60","Season04_01","Contender","Epic","WARLOCK'S COIF","Epic","THE EVIL EYE BINDINGS","Common","DEFAULT POSE","Epic","OTHAGUR WAR SLUG","COLLAPSE","UNDERMINE","WHIZZ","IMP RUSH","GRIMOIRE OF DEATH","COLLAPSE, UNDERMINE, WHIZZ, IMP RUSH, GRIMOIRE OF DEATH","EZMO, SIRIUS","RANGED SUPPORT","BAKKO, ASHKA","MELEE RANGED","Stockholm",59.3346,18.0632,"Europe","EU North"
"12","29F6096044904AB09D38A58A8886B378",67104,"2019-07-14","ORMAN TEMPLE - DAY","QUICK2V2","UNRANKED","2V2",0,14,"EU North",0,"PLAYER","TweetWeet","966981374504538112","EZMO","RANGED",FALSE,2,"NORMAL",-1,FALSE,"Silver",3,49,"10-50",45,10,"Under 10",2,1,0,0,223.069,256,24.400002,44,22,38,100,133,68,0,0,1,FALSE,54,1,269.469002,0,0,0,-197,1,75.22848,"60","Season04_01","Contender","Epic","WARLOCK'S COIF","Epic","THE EVIL EYE BINDINGS","Common","DEFAULT POSE","Epic","OTHAGUR WAR SLUG","COLLAPSE","UNDERMINE","WHIZZ","IMP RUSH","GRIMOIRE OF DEATH","COLLAPSE, UNDERMINE, WHIZZ, IMP RUSH, GRIMOIRE OF DEATH","EZMO, SIRIUS","RANGED SUPPORT","BAKKO, ASHKA","MELEE RANGED","Stockholm",59.3346,18.0632,"Europe","EU North"
"13","29F6096044904AB09D38A58A8886B378",67104,"2019-07-14","ORMAN TEMPLE - DAY","QUICK2V2","UNRANKED","2V2",0,14,"EU North",0,"PLAYER","TweetWeet","966981374504538112","EZMO","RANGED",FALSE,2,"NORMAL",-1,FALSE,"Silver",3,49,"10-50",45,10,"Under 10",3,1,1,0,254.78583,297,0.79999995,75,28,44,100,186,79,0,0,1,FALSE,65,0,283.58582995,0,2,1,64,1,75.22848,"60","Season04_01","Contender","Epic","WARLOCK'S COIF","Epic","THE EVIL EYE BINDINGS","Common","DEFAULT POSE","Epic","OTHAGUR WAR SLUG","COLLAPSE","UNDERMINE","WHIZZ","IMP RUSH","GRIMOIRE OF DEATH","COLLAPSE, UNDERMINE, WHIZZ, IMP RUSH, GRIMOIRE OF DEATH","EZMO, SIRIUS","RANGED SUPPORT","BAKKO, ASHKA","MELEE RANGED","Stockholm",59.3346,18.0632,"Europe","EU North"
"14","29F6096044904AB09D38A58A8886B378",67104,"2019-07-14","ORMAN TEMPLE - DAY","QUICK2V2","UNRANKED","2V2",0,14,"EU North",0,"PLAYER","TweetWeet","966981374504538112","EZMO","RANGED",FALSE,2,"NORMAL",-1,FALSE,"Silver",3,49,"10-50",45,10,"Under 10",4,1,0,0,247.07782,304.02795,18.000002,155,30,30,100,108,92,0,1,0,FALSE,72,1,295.077822,0,2,0,-396,1,75.22848,"60","Season04_01","Contender","Epic","WARLOCK'S COIF","Epic","THE EVIL EYE BINDINGS","Common","DEFAULT POSE","Epic","OTHAGUR WAR SLUG","COLLAPSE","UNDERMINE","WHIZZ","IMP RUSH","GRIMOIRE OF DEATH","COLLAPSE, UNDERMINE, WHIZZ, IMP RUSH, GRIMOIRE OF DEATH","EZMO, SIRIUS","RANGED SUPPORT","BAKKO, ASHKA","MELEE RANGED","Stockholm",59.3346,18.0632,"Europe","EU North"
"15","29F6096044904AB09D38A58A8886B378",67104,"2019-07-14","ORMAN TEMPLE - DAY","QUICK2V2","UNRANKED","2V2",0,14,"EU North",0,"PLAYER","TweetWeet","966981374504538112","EZMO","RANGED",FALSE,2,"NORMAL",-1,FALSE,"Silver",3,49,"10-50",45,10,"Under 10",5,0,1,0,184,285,19.2,55,9,35,0,88,45,0,1,1,FALSE,46,0,212.2,0,1,0,41,1,75.22848,"60","Season04_01","Contender","Epic","WARLOCK'S COIF","Epic","THE EVIL EYE BINDINGS","Common","DEFAULT POSE","Epic","OTHAGUR WAR SLUG","COLLAPSE","UNDERMINE","WHIZZ","IMP RUSH","GRIMOIRE OF DEATH","COLLAPSE, UNDERMINE, WHIZZ, IMP RUSH, GRIMOIRE OF DEATH","EZMO, SIRIUS","RANGED SUPPORT","BAKKO, ASHKA","MELEE RANGED","Stockholm",59.3346,18.0632,"Europe","EU North"
"16","29F6096044904AB09D38A58A8886B378",67104,"2019-07-14","ORMAN TEMPLE - DAY","QUICK2V2","UNRANKED","2V2",0,14,"EU North",0,"PLAYER","vukotatolic3","932330316029419520","SIRIUS","SUPPORT",FALSE,2,"NORMAL",-1,FALSE,"Silver",3,49,"10-50",45,11,"Under 10",1,0,1,0,74,270,114,44,4,34,25,64.85715,19,2,0,0,FALSE,39,0,192,0,0,0,37,1,75.22848,"60","Drop_26","Contender","Epic","DAYLIGHT","Epic","MIDNIGHT DADAO","Rare","FLEX","Epic","ELEMENTAL STEED","SAROS SLASH","RADIANCE","COSMIC REACH","SUNWELL","CELESTIAL CYCLE","SAROS SLASH, RADIANCE, COSMIC REACH, SUNWELL, CELESTIAL CYCLE","SIRIUS, EZMO","RANGED SUPPORT","BAKKO, ASHKA","MELEE RANGED","Stockholm",59.3346,18.0632,"Europe","EU North"
