"","Game_ID","Patch_Version","Date","Map","Match_Type","Ranking_Type","Server_Type","Solo_Queue","Season_ID","Region","Limited_MM","Player_Type","Name","User_ID","Champion","Role","Forfeited","Group","User_Leave_Type","Left_During_Round","AFK_Detection","League","Division","Division_Rating","Total_Time_Played","Account_Level","Champion_Level","Champion_Time_Played","Round","Kills","Deaths","Assists","Damage","Damage_Received","Protection","Protection_Received","Control","Control_Received","Energy_Used","Energy_Gained","Abilities_Used","Num_Energy_Used","Orb_Kills","First_Orb","MVP","Round_Length","Round_Won","Total_Score","Highest_Score","Health_Shards","Energy_Shards","Time_Alive","Premade","Queue_Time","Ping","Avatar","Title","Outfit Rarity","Outfit","Attachment Rarity","Attachment","Pose Rarity","Pose","Mount Rarity","Mount","Battlerite 1","Battlerite 2","Battlerite 3","Battlerite 4","Battlerite 5","Battlerites","Team_Comp","Team_Roles","Enemy_Comp","Enemy_Roles","City","Latitude","Longitude","Region Group","Region_Clean"
"1","E6FE2ABD2D0E4E2B8465676A418D8B41",67104,"2019-07-15","BLACKSTONE ARENA - NIGHT","QUICK3V3","UNRANKED","3V3",0,14,"EU North",0,"PLAYER","Hróðvitnir","802469067645657088","EZMO","RANGED",FALSE,1,"NORMAL",-1,FALSE,"Platinum",4,1,"Over 500",464,13,"10-50",1,1,0,0,270.86707,140,2.4,65,62,35,50,150,76,1,0,0,FALSE,59,1,335.26707,0,2,0,-70,0,107.64473,"40","Season05_02","The Twisted Terror","Epic","WARLOCK'S COIF","Legendary","THE RESTRAINED EVIL WITHIN","Rare","CELEBRATION SPELLS","Legendary","SWIFT GOBLIN THRONE","DISRUPTION","WARLOCK'S GRIP","WHIZZ","UNDERMINE","BOLTED","DISRUPTION, WARLOCK'S GRIP, WHIZZ, UNDERMINE, BOLTED","EZMO, JADE, PEARL","RANGED RANGED SUPPORT","RAIGON, JADE, SHIFU","MELEE MELEE RANGED","Stockholm",59.3346,18.0632,"Europe","EU North"
"2","E6FE2ABD2D0E4E2B8465676A418D8B41",67104,"2019-07-15","BLACKSTONE ARENA - NIGHT","QUICK3V3","UNRANKED","3V3",0,14,"EU North",0,"PLAYER","Hróðvitnir","802469067645657088","EZMO","RANGED",FALSE,1,"NORMAL",-1,FALSE,"Platinum",4,1,"Over 500",464,13,"10-50",2,1,0,0,346.80936,120,59.600002,83,37,27,100,175,98,3,0,1,FALSE,80,1,443.409362,0,2,0,-168,0,107.64473,"40","Season05_02","The Twisted Terror","Epic","WARLOCK'S COIF","Legendary","THE RESTRAINED EVIL WITHIN","Rare","CELEBRATION SPELLS","Legendary","SWIFT GOBLIN THRONE","DISRUPTION","WARLOCK'S GRIP","WHIZZ","UNDERMINE","BOLTED","DISRUPTION, WARLOCK'S GRIP, WHIZZ, UNDERMINE, BOLTED","EZMO, JADE, PEARL","RANGED RANGED SUPPORT","RAIGON, JADE, SHIFU","MELEE MELEE RANGED","Stockholm",59.3346,18.0632,"Europe","EU North"
"3","E6FE2ABD2D0E4E2B8465676A418D8B41",67104,"2019-07-15","BLACKSTONE ARENA - NIGHT","QUICK3V3","UNRANKED","3V3",0,14,"EU North",0,"PLAYER","Hróðvitnir","802469067645657088","EZMO","RANGED",FALSE,1,"NORMAL",-1,FALSE,"Platinum",4,1,"Over 500",464,13,"10-50",3,2,0,0,531.0391,232,87.2,155.80002,76,44,200,244,90,5,0,0,FALSE,68,1,694.2391,0,1,0,-288,0,107.64473,"40","Season05_02","The Twisted Terror","Epic","WARLOCK'S COIF","Legendary","THE RESTRAINED EVIL WITHIN","Rare","CELEBRATION SPELLS","Legendary","SWIFT GOBLIN THRONE","DISRUPTION","WARLOCK'S GRIP","WHIZZ","UNDERMINE","BOLTED","DISRUPTION, WARLOCK'S GRIP, WHIZZ, UNDERMINE, BOLTED","EZMO, JADE, PEARL","RANGED RANGED SUPPORT","RAIGON, JADE, SHIFU","MELEE MELEE RANGED","Stockholm",59.3346,18.0632,"Europe","EU North"
"4","E6FE2ABD2D0E4E2B8465676A418D8B41",67104,"2019-07-15","BLACKSTONE ARENA - NIGHT","QUICK3V3","UNRANKED","3V3",0,14,"EU North",0,"PLAYER","EvuL`","933827745149030400","JADE","RANGED",FALSE,2,"NORMAL",-1,FALSE,"Platinum",2,13,"Over 500",456,25,"200-500",1,0,0,0,446,122,16,77.5,74,13,150,205,122,6,1,0,TRUE,59,1,536,1,0,0,-70,0,4.3648825,"10","ui_bps02_avatar_diamond","Tempest of the East","Legendary","GUNSLINGER CHAMPION","Epic","CRYSTAL BLASTERS","Rare","HARDLY A CHALLENGE","Legendary","CHAMPION'S GLIDER","DEADLY FOCUS","EVASIVE MEASURES","FAREWELL PRESENT","DELIGHT","AMBUSH","DEADLY FOCUS, EVASIVE MEASURES, FAREWELL PRESENT, DELIGHT, AMBUSH","JADE, EZMO, PEARL","RANGED RANGED SUPPORT","RAIGON, JADE, SHIFU","MELEE MELEE RANGED","Stockholm",59.3346,18.0632,"Europe","EU North"
"5","E6FE2ABD2D0E4E2B8465676A418D8B41",67104,"2019-07-15","BLACKSTONE ARENA - NIGHT","QUICK3V3","UNRANKED","3V3",0,14,"EU North",0,"PLAYER","EvuL`","933827745149030400","JADE","RANGED",FALSE,2,"NORMAL",-1,FALSE,"Platinum",2,13,"Over 500",456,25,"200-500",2,2,0,0,279,113,20,93,55,1,150,174,128,6,0,1,FALSE,80,1,354,0,0,0,-168,0,4.3648825,"10","ui_bps02_avatar_diamond","Tempest of the East","Legendary","GUNSLINGER CHAMPION","Epic","CRYSTAL BLASTERS","Rare","HARDLY A CHALLENGE","Legendary","CHAMPION'S GLIDER","DEADLY FOCUS","EVASIVE MEASURES","FAREWELL PRESENT","DELIGHT","AMBUSH","DEADLY FOCUS, EVASIVE MEASURES, FAREWELL PRESENT, DELIGHT, AMBUSH","JADE, EZMO, PEARL","RANGED RANGED SUPPORT","RAIGON, JADE, SHIFU","MELEE MELEE RANGED","Stockholm",59.3346,18.0632,"Europe","EU North"
"6","E6FE2ABD2D0E4E2B8465676A418D8B41",67104,"2019-07-15","BLACKSTONE ARENA - NIGHT","QUICK3V3","UNRANKED","3V3",0,14,"EU North",0,"PLAYER","EvuL`","933827745149030400","JADE","RANGED",FALSE,2,"NORMAL",-1,FALSE,"Platinum",2,13,"Over 500",456,25,"200-500",3,1,0,0,305,260,35,89,48,47,125,140,95,1,0,0,FALSE,68,1,388,0,0,2,-288,0,4.3648825,"10","ui_bps02_avatar_diamond","Tempest of the East","Legendary","GUNSLINGER CHAMPION","Epic","CRYSTAL BLASTERS","Rare","HARDLY A CHALLENGE","Legendary","CHAMPION'S GLIDER","DEADLY FOCUS","EVASIVE MEASURES","FAREWELL PRESENT","DELIGHT","AMBUSH","DEADLY FOCUS, EVASIVE MEASURES, FAREWELL PRESENT, DELIGHT, AMBUSH","JADE, EZMO, PEARL","RANGED RANGED SUPPORT","RAIGON, JADE, SHIFU","MELEE MELEE RANGED","Stockholm",59.3346,18.0632,"Europe","EU North"
"7","E6FE2ABD2D0E4E2B8465676A418D8B41",67104,"2019-07-15","BLACKSTONE ARENA - NIGHT","QUICK3V3","UNRANKED","3V3",0,14,"EU North",0,"PLAYER","BlackRavenGR","802120567921713152","PEARL","SUPPORT",FALSE,3,"NORMAL",-1,FALSE,"Platinum",5,68,"Over 500",303,21,"50-100",1,2,0,0,165,230,257,173.5,28,27,25,125.00001,48,1,0,0,FALSE,59,1,450,0,1,0,-70,0,175.42896,"100","prehistoric_15","The Twisted Terror","Legendary","JUNGLE KID","Epic","THE ROYAL FISHSTICK","Rare","THUMBS DOWN","Legendary","THE WINTER GIFT","RIPPLING WATERS","FOUNTAIN","SEA BUBBLE","TSUNAMI","WATER WALK","RIPPLING WATERS, FOUNTAIN, SEA BUBBLE, TSUNAMI, WATER WALK","PEARL, EZMO, JADE","RANGED RANGED SUPPORT","RAIGON, JADE, SHIFU","MELEE MELEE RANGED","Stockholm",59.3346,18.0632,"Europe","EU North"
"8","E6FE2ABD2D0E4E2B8465676A418D8B41",67104,"2019-07-15","BLACKSTONE ARENA - NIGHT","QUICK3V3","UNRANKED","3V3",0,14,"EU North",0,"PLAYER","BlackRavenGR","802120567921713152","PEARL","SUPPORT",FALSE,3,"NORMAL",-1,FALSE,"Platinum",5,68,"Over 500",303,21,"50-100",2,0,0,0,337,481.5,405.1,257.5,79,54,125,178.14287,56,1,1,1,TRUE,80,1,821.1,1,0,1,-168,0,175.42896,"100","prehistoric_15","The Twisted Terror","Legendary","JUNGLE KID","Epic","THE ROYAL FISHSTICK","Rare","THUMBS DOWN","Legendary","THE WINTER GIFT","RIPPLING WATERS","FOUNTAIN","SEA BUBBLE","TSUNAMI","WATER WALK","RIPPLING WATERS, FOUNTAIN, SEA BUBBLE, TSUNAMI, WATER WALK","PEARL, EZMO, JADE","RANGED RANGED SUPPORT","RAIGON, JADE, SHIFU","MELEE MELEE RANGED","Stockholm",59.3346,18.0632,"Europe","EU North"
"9","E6FE2ABD2D0E4E2B8465676A418D8B41",67104,"2019-07-15","BLACKSTONE ARENA - NIGHT","QUICK3V3","UNRANKED","3V3",0,14,"EU North",0,"PLAYER","BlackRavenGR","802120567921713152","PEARL","SUPPORT",FALSE,3,"NORMAL",-1,FALSE,"Platinum",5,68,"Over 500",303,21,"50-100",3,0,0,0,234,453.5,465.30002,286.5,22,51,125,159.42857,51,1,1,0,FALSE,68,1,721.30002,1,0,1,-288,0,175.42896,"100","prehistoric_15","The Twisted Terror","Legendary","JUNGLE KID","Epic","THE ROYAL FISHSTICK","Rare","THUMBS DOWN","Legendary","THE WINTER GIFT","RIPPLING WATERS","FOUNTAIN","SEA BUBBLE","TSUNAMI","WATER WALK","RIPPLING WATERS, FOUNTAIN, SEA BUBBLE, TSUNAMI, WATER WALK","PEARL, EZMO, JADE","RANGED RANGED SUPPORT","RAIGON, JADE, SHIFU","MELEE MELEE RANGED","Stockholm",59.3346,18.0632,"Europe","EU North"
"10","E6FE2ABD2D0E4E2B8465676A418D8B41",67104,"2019-07-15","BLACKSTONE ARENA - NIGHT","QUICK3V3","UNRANKED","3V3",0,14,"EU North",0,"PLAYER","Yunghothot","931028900392398848","RAIGON","MELEE",FALSE,4,"NORMAL",-1,FALSE,"Platinum",2,25,"Over 500",406,19,"10-50",1,0,1,0,41,281,16,31,1,42,0,66,16,0,0,1,FALSE,59,0,58,0,0,2,28,0,92.80249,"120","BattlePass_Season02_Premium_02","The Benevolent","Epic","BLACK BUNNY SUIT","Epic","CAROTENE GREATSWORD","Rare","HERITAGE","Legendary","SNOWBALL","HAWK DIVE","ROYAL DESCENT","DUELIST","INVIGORATE","DRAGON MASTERY","HAWK DIVE, ROYAL DESCENT, DUELIST, INVIGORATE, DRAGON MASTERY","RAIGON, JADE, SHIFU","MELEE MELEE RANGED","EZMO, JADE, PEARL","RANGED RANGED SUPPORT","Stockholm",59.3346,18.0632,"Europe","EU North"
